bigg_id,chebi
oxa_e,7811
phenol_e,50526
ppoh_e,8472
2obut_p,39748
4crsol_p,44726
4hbald_p,17597
Lcyst_p,44708
aso4_p,81880
bzal_p,22697
ibt_p,48944
n2_p,14660
oxa_p,7811
phenol_p,50526
ppoh_p,8472
h_u,5584
caro_c,40987
echin_c,4746
biliverd_c,41124
fdxo_2_2_c,17908
phdp_c,8197
cholphya_c,3631
h2o_u,5594
2m6phol_c,75920
lycop_c,15948
hmppp9_c,77664
photon_c,14383
bvite_c,22855
neuspn_c,25511
dmtphllqne_c,31087
cu2_u,49550
photon_e,14383
photon_p,14383
glcglyc_c,133635
glcglyc_p,133635
glcglyc_e,133635
1mpyr_c,647
2amac_c,1013
3hpcoa_c,58528
3spyr_c,16894
3uib_c,74414
48dhoxquin_c,28883
4tmeabutn_c,16244
56dthm_c,20510
5forthf_c,57456
5hxkynam_c,20589
acgal_c,7201
adhap_hs_c,22231
ak2g_hs_c,52595
ak2gchol_hs_c,36702
ak2lgchol_hs_c,11242
akdhap_hs_c,21941
asp__D_c,20919
cholate_c,16359
chsterol_c,23204
coumarin_c,41552
creat_c,3910
cysam_c,58029
dhdascb_c,14108
dheas_c,61003
ebastine_c,31528
estradiol_c,42475
estriol_c,42467
galt_c,53575
gam_c,58723
glcur1p_c,681
gpail_hs_c,53054
hista_c,14401
iodine_c,14461
leuktrC4_c,6422
limnen_c,18468
lnlc_c,6479
lnlccoa_c,6480
lnlnca_c,528881
lnlncacoa_c,74034
nifedipine_c,7565
nrpphr_c,72587
pa_hs_c,33848
pcollglys_c,18180
prgnlone_c,26241
q10_c,46245
q10h2_c,64183
selcyst_c,6297
selhcys_c,84850
tag__D_c,16443
taxol_c,45862
tdchola_c,3590
tmlys_c,12672
tolbutamide_c,27019
trypta_c,27161
txa2_c,9575
xu1p__D_c,6327
10fthf_e,15637
1mncam_e,646
35cgmp_e,57746
acetone_e,2398
adp_e,87518
adprib_e,57967
ak2lgchol_hs_e,11242
asp__D_e,20919
bvite_e,22855
caro_e,40987
cholate_e,16359
chsterol_e,23204
coumarin_e,41552
creat_e,3910
dhdascb_e,14108
dheas_e,61003
ebastine_e,31528
estradiol_e,42475
hista_e,14401
idp_e,5848
leuktrC4_e,6422
limnen_e,18468
lnlc_e,6479
lnlnca_e,528881
nifedipine_e,7565
nrpphr_e,72587
oh1_e,5594
sph1p_e,9222
taxol_e,45862
tdchola_e,3590
tolbutamide_e,27019
txa2_e,9575
udp_e,9802
utp_e,9850
ac_g,40486
camp_g,58165
chol_g,72322
cholp_g,44707
cmpacna_g,13276
gdpfuc_g,57984
man_g,4208
na1_g,9175
pap_g,58343
pe_hs_g,14803
uacgam_g,9823
udpglcur_g,9846
4abut_l,59888
ade_l,40579
adn_l,40911
ala__D_l,57416
cholp_l,44707
dad_2_l,4405
damp_l,58245
dcmp_l,57566
dgsn_l,4412
dhf_l,57451
dpcoa_l,57328
gal_l,42741
gly_l,57305
gmp_l,58115
h2o2_l,5586
ins_l,5927
malttr_l,6672
man_l,4208
meoh_l,6816
pi_l,7793
thf_l,9482
xyl__D_l,65327
2mbcoa_m,57336
2mop_m,16256
3aib_m,57731
3hibutcoa_m,18749
3hmbcoa_m,15449
3mb2coa_m,15486
3sala_m,8973
4ppan_m,4082
5hoxindact_m,20583
L2aadp_m,6161
aact_m,58320
acac_m,40507
bamppald_m,22830
betald_m,41256
bhb_m,322
btamp_m,62414
cbl1_m,60488
cdp_m,58069
chol_m,72322
citr__L_m,66922
cyan_m,5786
dadp_m,57667
dcdp_m,58593
dcmp_m,57566
dctp_m,61481
dd2coa_m,57330
decdp_m,87356
dgsn_m,4412
didp_m,62286
dtdp_m,58369
glx_m,5509
glyb_m,41139
gmp_m,58115
h2co3_m,13351
hpyr_m,5813
ibcoa_m,57338
ins_m,5927
ivcoa_m,57345
mmcoa__S_m,57327
n4abutn_m,7386
od2coa_m,71412
pe_hs_m,14803
phpyr_m,8105
pnto__R_m,7916
pyam5p_m,8670
sarcs_m,9029
sl__L_m,402
so3_m,9344
sucsal_m,9305
tcynt_m,9550
tdcoa_m,9475
thm_m,9530
thmmp_m,9533
tsul_m,9569
6pthp_n,9113
ach_n,22197
chol_n,72322
cmpacna_n,13276
dag_hs_n,18035
dcmp_n,57566
dctp_n,61481
didp_n,62286
dna_n,13302
dtdp_n,58369
for_n,5145
gmp_n,58115
gtp_n,57600
lys__L_n,6264
nadp_n,7424
nadph_n,7425
nmn_n,7557
o2_n,7860
ppmi1346p_n,58130
retn_n,26536
thbpt_n,26902
4hpro_LT_r,63137
6pgc_r,58759
acald_r,40533
accoa_r,57288
adp_r,87518
akg_r,40661
amet_r,8946
amp_r,47222
cbp_r,58228
chsterol_r,23204
crn_r,6202
dheas_r,61003
ebastine_r,31528
estradiol_r,42475
estriol_r,42467
fad_r,57692
fadh2_r,58307
frdp_r,50277
glc__D_r,4167
glcur_r,58720
glu__L_r,76051
guln__L_r,21318
hdca_r,7896
hmgcoa_r,11814
leuktrC4_r,6422
mev__R_r,43870
pa_hs_r,33848
prgnlone_r,26241
pro__L_r,6286
succ_r,9304
tmlys_r,12672
txa2_r,9575
udp_r,9802
udpacgal_r,9820
udpg_r,9895
udpxyl_r,57632
ump_r,9849
1pipdn2c_x,77631
3hbcoa_x,62611
3hpcoa_x,58528
5dpmev_x,57557
5g2oxpt_x,1249
aacoa_x,57286
acald_x,40533
adhap_hs_x,22231
akdhap_hs_x,21941
ala__L_x,76050
asp__D_x,20919
b2coa_x,58669
dmpp_x,8394
etoh_x,52092
fad_x,57692
fadh2_x,58307
fald_x,5142
forcoa_x,57376
frdp_x,50277
glyclt_x,5475
grdp_x,58057
hmgcoa_x,11814
hxan_x,5841
mev__R_x,43870
o2s_x,7710
orn__D_x,21066
oxa_x,7811
prpncoa_x,26301
ser__L_x,9116
succ_x,9304
taur_x,9406
tdchola_x,3590
xan_x,48517
2plac__L_c,45013
7mhp_c,80591
7ohp_c,80588
7mht_c,80592
6ax_c,16586
Rh2cit_c,72697
alac__S_e,58476
dpgps_c,74853
hatrz_c,5800
glyc1p_c,231935
cdpg_c,28699
f390a_c,62784
f420_2_c,59541
f390g_c,62786
tih2cit_c,72713
h2acon_C_c,72708
hacon_C_c,13920
cob_c,12534
com_c,13366
f430_c,3808
f420_0_c,59907
f420_1_c,59536
ptp_c,52242
h4mpt_c,58103
h2mpt_c,2251
2tcc_c,73964
Largn_c,13081
asptrna_asn_c,13252
cdp_inost_c,62566
lmn2_c,11747
manttr_c,62973
mnl_c,6686
xyl4_c,62972
lmn2_e,11747
manttr_e,62973
clpn140_c,62862
clpn181_c,105685
ham_c,14421
udcpdp_e,9863
10fthf_x,15637
10fthfglu__L_m,19110
13dpg_f,57604
13dpg_h,57604
13dpg_m,57604
13oocdcy1829Z11Ea_c,68948
13Shpocdcy1829Z11Ea_c,18619
1acpc_h,19028
1acpc_m,19028
1Dgali_h,689
1odecg3p_h,74850
23dhmb_h,15684
23dhmp_h,49258
25aics_h,576
26dmani_e,956
2ahbut_h,49256
2aobut_x,78948
2dda7p_h,58394
2mbdhl_m,8929
2me4p_h,58262
2mecdp_h,58483
2mhob_m,80223
2mpdhl_m,8930
2pglyc_x,58033
34hpp_h,594665
3dhsk_h,42005
3hddecACP_h,325
3hhcoa_x,62075
3hhexACP_h,326
3hib_m,62638
3hivcoa_m,20073
3hlido_c,80567
3hocoa_x,62617
3htdcoa_m,62614
3ig3p_h,58866
3mob_h,43714
3oddcoa_m,62615
3oddecACP_h,1637
3odecACP_h,1634
3ohcoa_x,62418
3ohexACP_h,1642
3omrsACP_h,1655
3oocoa_m,62619
3ooctACP_h,1646
3pg_x,58272
3php_h,30933
3psme_h,57701
3sala_h,8973
4abut_h,59888
4abutn_h,58264
4c2me_h,57823
4fumacac_n,30907
4mlacac_n,47904
4pasp_h,57535
4r5au_h,57573
5aprbu_h,58421
5flurimp_c,40101
6tgsnmp_c,80613
6tins5mp_c,2332
ac_h,40486
acACP_h,2409
acaro_u,10215
accoa_s,57288
achms_h,7667
ACP_h,2458
actACP_h,2393
adhlam_h,12738
adhlam_m,12738
aflburppa_c,80625
ahcys_g,8945
ahcys_h,8945
aicar_h,58475
allphn_m,9889
alltn_m,74345
ans_c,13836
anth_h,40980
apocytc_h,13849
apocytc_m,13849
aps_h,58243
aps_m,58243
aps_n,58243
atp_f,57299
atp_h,57299
avite1_h,46509
bamppald_h,22830
bilirub_h,22870
btcoa_x,57371
camp_n,58165
caro_u,40987
cat_c,3307
cholphya_u,3631
chlld_h,57942
chldb_h,38209
chor_h,3677
citalald_c,80607
citalo_c,80602
citalppa_c,80605
citr__L_h,66922
co_h,41526
co2_h,48829
coa_s,741566
cpppg3_h,57309
cytc_h,18070
cytc_m,18070
dadp_h,57667
damp_h,58245
damp_m,58245
dc2coa_m,61406
ddmcital_c,80604
degly_e,80633
dhap_f,57642
dhap_h,57642
dhdascb_u,14108
dhlam_h,4568
dhor__S_m,42132
dmcital_c,80603
23dmphol_h,75921
dnad_h,58437
doldp_c,57497
dolmanp_c,57523
dscl_h,8370
dtocophe_h,23607
dxyl5p_h,622
e4p_h,48153
ecaro_h,32549
echin_u,4746
f2p_h,57267
fdp_B_f,28013
fdp_B_h,28013
fdp_B_m,28013
fdxox_u,7836
fdxrd_u,8792
ficytc_x,8789
focytb5_c,5037
focytc_h,5033
for_h,5145
fru_B_c,42560
fum_h,5190
g6p_A_c,42748
gal_h,42741
gal_n,42741
gal1p_h,58336
galctn__D_n,4132
gcarote_h,27740
ggdp_u,58756
ggl_h,57500
Glc_aD_h,42802
glc__bD_h,20999
glu5p_x,6230
glucys_h,58173
glutrna_h,6232
glx_h,5509
gly_h,57305
glyc3p_h,57597
gthox_u,7840
gthrd_h,57925
gtp_h,57600
h_s,5584
h2mb4p_h,632
h2o_s,5594
h2o2_h,5586
h2s_h,5787
hco3_h,5589
hdca_s,7896
hgentis_h,5755
hisp_h,6242
hmbil_h,5809
so3_h,9344
hx2coa_m,62077
inost_h,52772
ipdp_h,6037
lac__L_h,422
cysi__L_h,63163
leu__L_h,6260
lpam_h,83094
lumirhodopsin_s,6562
malACP_h,6662
malcoa_h,6661
mal__L_f,423
mal__L_h,423
man_h,4208
man6p_h,58735
melib_h,6733
melt_h,6732
metarhodopsin_s,6796
methf_x,57455
mfecostrl_c,80094
mg2_u,6635
mi12356p_c,47139
mi3p__D_n,814
mmtsa_m,27821
mnt_h,31005
mppp9_h,14552
na1_h,9175
na1_m,9175
nad_s,7422
nadh_s,7423
nadp_f,7424
nadp_h,7424
nadph_f,7425
nadph_h,7425
nh4_h,7435
no_h,7583
o2_h,7860
obfool_c,17791
oc2coa_x,62242
ocdca_h,45710
octa_h,44501
omppp9_h,77665
orn_h,7784
orot_m,7787
pap_h,58343
2p4c2me_h,57919
phdp_u,8197
pe1819Z1819Z_c,84839
pe1819Z1819Z_e,84839
pheme_h,60344
phphbda_h,38257
phpyr_h,8105
phytol_h,14836
pi_f,7793
pi_h,7793
pmtcoa_s,7898
ppcoa_h,8479
ppcoa_n,8479
ppi_h,8683
pram_h,58681
pran_h,7091
prbamp_h,8166
prbatp_h,8167
protds_h,8565
protdt_h,14953
prpncoa_c,26301
pyphphbda_h,48398
q8_m,61683
raffin_h,8771
rb15bp_h,57870
retinal_h,22348
retpalm_s,8819
retpalm_11_cis_s,19121
ru5p__D_h,58121
s17bp_h,9081
scl_h,9167
selcys_h,21385
selcys_m,21385
slnt_m,9090
sertrna_sec_m,74589
skm_h,9133
skm5p_h,9134
sprm_h,9219
sucald_c,80762
sucsal_h,9305
tag1601819Z160_c,75688
tag1601819Z1819Z_c,75848
tag1801819Z1819Z_c,89970
tag1819Z18111Z1819Z_c,88970
tag1819Z1819Z160_c,75583
tag1819Z1819Z180_c,77686
tddec2eACP_h,10725
tdec2eACP_h,10724
tgua_c,9555
tgua_e,9555
thcys_h,9551
thex2eACP_h,10727
thf_h,9482
thmpp_h,9532
tmrs2eACP_h,10735
tpalm2eACP_h,10729
tre6p_n,58429
trnaala_m,29170
trnaval_h,29183
trp__L_h,9769
tsul_h,9569
tyr__L_h,9800
udg_m,9890
udparab_g,9814
udpgal_h,9811
udpsq_h,9810
upp1_h,27484
upp3_h,27255
urate_m,9885
urdglyc_m,9891
val__L_h,87977
valtrna_h,6322
xu5p__D_h,57737
gtocophe_h,12406
zcarote_h,27362
zxan_u,10223
2h3k5m_c,50605
2h3opp_c,57978
2hxmp_c,974
2hxmp_e,974
2pglyc_e,58033
3amba_c,37081
3amba_e,37081
3amp_c,60880
3hbycoa_c,39978
3mtp_c,1438
6ampenc_c,12207
6pgc_e,58759
DPA_c,36171
L_alagly_c,73786
L_alagly_e,73786
L_sergly_c,74814
L_thrgly_c,74859
Larab_e,28351
abt__L_c,21234
abt__L_e,21234
ala_L_gln__L_c,73788
ala_L_gln__L_e,73788
ala_L_ile__L_c,73805
ala_L_met__L_c,73806
ala_L_phe__L_c,73807
ala_L_ser__L_c,73394
ala_L_trp__L_c,73808
ala_L_val__L_c,73809
ctbt_e,48867
cyst__L_e,6205
dcal_c,31457
dccoa_c,28493
ddcal_c,4679
diala__L_c,16576
fmet_c,7279
galctr__D_c,24136
galctr__D_e,24136
galogs_c,5257
glcurn_c,18268
glu__D_e,4183
gly_gln__L_c,74392
gly_gln__L_e,74392
gly_leu__L_c,73514
gly_phe__L_c,133047
glycogen_e,5466
hqn_e,5793
imzac_c,24776
imzacd_c,27398
inoshp_c,19200
isomal_c,6026
lanth_c,25013
lanth_e,25013
man1p_e,58409
met_L_his__L_c,74703
met_L_met__L_c,74707
met_L_tyr__L_c,73615
mql7_c,64834
mqn7_c,44245
nebari_c,14969
nona_c,25861
nonal_c,84268
ocdcal_c,14679
octal_c,11268
orn__L_c,18257
orn__L_e,18257
pala_c,7893
pala_e,7893
pencil_c,51356
pencilca_c,7968
prolb_c,26272
prolb_e,26272
pur_c,17939
pur_e,17939
quc_c,26472
ribflvRD_c,8798
ser_L_gln__L_c,74808
ser_L_phe__L_c,71029
ser_L_ser__L_c,73653
ser_L_tyr__L_c,73652
ser_L_val__L_c,74823
shcl_c,58827
starch_e,9251
stchs_c,26749
tartr__M_c,35400
thiog_c,26966
thiog_e,26966
trans_dd2coa_c,19790
ttdcal_c,84067
udca_c,32368
udcal_c,46202
acngalacglcgalgluside_hs_g,61235
retpalm_e,8819
so4_r,9335
hcys__L_e,66952
34dhmald_m,1382
3aap_c,30322
3aap_x,30322
3ddcrn_c,73056
3ddcrn_e,73056
3deccrn_c,73051
3deccrn_e,73051
3hexdcrn_c,73070
3hexdcrn_e,73070
3mox4hpac_m,28111
3ohodcoa_r,71407
4abut_n,59888
4hpro_LT_e,63137
4mop_e,48430
56iqcrbxlt_c,81394
5mta_e,44181
5mthf_n,2097
C01241_c,14799
C01241_r,14799
C01836_c,7542
C02147_c,45226
C02442_c,7327
C02470_c,71201
C02470_e,71201
C02528_m,36234
C02712_m,21557
C02744_c,26371
C03405_g,78426
C03413_c,58550
C03413_x,58550
C03681_c,12175
C04295_m,2710
C04308_m,64427
C04805_c,65341
C04805_r,65341
C04805_x,65341
C04849_m,18597
C04849_n,18597
C05284_c,27967
C05284_r,27967
C05298_l,1156
C05299_c,1189
C05299_r,1189
C05300_c,60497
C05300_r,60497
C05301_c,28744
C05301_r,28744
C05957_m,26332
C06199_c,5764
C06315_c,6499
C06315_r,6499
C06315_x,6499
C06350_c,18715
C07535_c,3045
C07535_r,3045
C09209_c,5623
C09642_c,113
C11304_m,8937
C13856_c,34261
C13856_r,34261
C14769_c,84025
C14769_r,84025
C14770_c,76625
C14770_r,76625
C14825_c,84023
C14825_r,84023
C14849_c,34564
C14849_r,34564
C14849_x,34564
C14851_c,34560
C14851_r,34560
C14851_x,34560
CE0074_n,76451
CE0737_c,43895
CE1243_c,63977
CE1447_c,19122
CE1554_m,40992
CE1617_c,50648
CE1617_r,50648
CE1787_c,29995
CE1957_c,53794
CE2011_c,133907
CE2011_e,133907
CE2053_c,63979
CE2053_r,63979
CE2084_c,34460
CE2084_x,34460
CE2122_c,72782
CE2180_l,87602
CE2201_c,47214
CE2202_m,47803
CE2206_m,47812
CE2207_m,47813
CE2211_c,11909
CE2211_r,11909
CE2242_c,75064
CE2246_c,71456
CE2248_n,71408
CE2249_c,52326
CE2251_c,65115
CE2253_n,73977
CE2314_r,80173
CE2565_r,63989
CE2705_n,64277
CE2874_c,30661
CE2891_c,80347
CE2934_c,68455
CE3038_c,81015
CE3481_g,78209
CE3554_c,133434
CE3554_r,133434
CE4633_c,24757
CE4633_e,24757
CE4810_c,37685
CE4835_c,76416
CE4876_m,10537
CE4890_c,88540
CE4936_c,7210
CE4968_m,70984
CE4969_m,70979
CE4970_m,86366
CE4990_c,742
CE4990_r,742
CE4990_x,742
CE4993_c,134519
CE4993_x,134519
CE5141_c,134520
CE5251_m,87263
CE5252_c,87262
CE5252_r,87262
CE5252_x,87262
CE5276_l,74684
CE5531_m,133440
CE5586_c,48007
CE5643_c,25942
CE5656_c,58923
CE5661_c,63992
CE5665_c,74683
CE5726_c,90230
CE5747_c,71980
CE5797_c,80141
CE5797_e,80141
CE5865_c,73523
CE5869_c,74567
CE5869_e,74567
CE5945_c,134437
CE5945_r,134437
CE5946_c,133323
CE5946_r,133323
CE5968_c,50928
CE5968_x,50928
CE5994_x,133433
CE5995_x,133439
CE6229_x,74016
CE6232_c,133084
CE6232_r,133084
CE6251_c,90990
CE6251_r,90990
CE6448_c,38271
CE7081_r,90819
CE7082_c,88347
CE7088_c,134407
CE7090_n,81563
CE7091_c,32949
CE7091_r,32949
CE7091_x,32949
CE7096_c,72867
CE7172_c,88459
CN0016_c,35861
CN0016_r,35861
CN0020_c,59032
CN0020_r,59032
HC00591_c,19747
HC00695_m,8971
HC00832_c,21295
HC00900_c,30861
HC01104_e,1915
HC01115_c,29025
HC01231_c,21463
HC01254_c,136565
HC01361_e,71175
HC01376_m,28692
HC01377_m,27462
HC01434_c,58931
HC01434_x,58931
HC01435_m,1463
HC01440_e,1566
HC01446_e,1567
HC01577_e,10565
HC01651_c,24080
HC01712_m,28391
HC01842_c,31997
HC02172_c,10113
HC02172_e,10113
HC02195_c,80774
HC02195_e,80774
HC02196_c,132030
HC02196_e,132030
HC02197_c,60007
HC02197_e,60007
HC02202_m,92069
HC02203_m,26315
HC02205_c,28099
HC02205_e,28099
HC02206_c,57399
HC02206_e,57399
HC02213_c,28031
HC02213_e,28031
HC02214_c,28852
HC02214_e,28852
HC02217_c,82629
HC02217_e,82629
Lkynr_m,67010
acgalfucgalacgalfuc12gal14acglcgalgluside_cho_c,28574
acgalfucgalacgalfuc12gal14acglcgalgluside_cho_e,28574
acgam_r,7123
acglcgalgluside_cho_g,12565
acngal14acglcgalgluside_cho_g,58665
acngalacglcgal14acglcgalgluside_cho_g,61850
adn_n,40911
ahdt_e,58462
apppa_c,12728
arach_m,28822
c4crn_m,21949
c8crn_c,73039
c8crn_e,73039
c8crn_x,73039
cbasp_e,7257
cdpchol_r,58779
cdpdag_cho_m,13269
chito2pdol_c,12427
cholate_r,16359
cholate_x,16359
cl_x,5590
co2_l,48829
cpppg1_e,62631
crm_cho_c,7242
crm_cho_e,7242
crm_cho_r,7242
crmp_cho_c,57674
crmp_cho_e,57674
ctp_e,58231
cysam_e,58029
dad_2_n,4405
damp_n,58245
dchac_c,23616
dchac_e,23616
dchac_r,23616
dcholcoa_m,62989
dgtp_e,61429
dhea_m,93823
dhnpthld_c,501
digalsgalside_cho_c,28848
digalsgalside_cho_e,28848
digalside_cho_c,23717
dmarg_c,86468
doco13ac_c,23275
docoscoa_m,65059
docoscoa_n,65059
doldp_r,57497
dolichol_r,67131
dopa_l,59905
epo_g,81579
estrone_l,17263
fad_e,57692
fol_m,5140
fuc12gal14acglcgalgluside_cho_g,9795
fuc14galacglcgalgluside_cho_c,21431
fuc14galacglcgalgluside_cho_e,21431
fucacgalfucgalacglcgalgluside_cho_c,62656
fucacgalfucgalacglcgalgluside_cho_e,62656
fucacngal14acglcgalgluside_cho_c,62374
fucacngal14acglcgalgluside_cho_e,62374
fucfuc12gal14acglcgalgluside_cho_c,62562
fucfuc12gal14acglcgalgluside_cho_e,62562
fucgal14acglcgalgluside_cho_c,90379
fucgal14acglcgalgluside_cho_e,90379
fucgalacglcgal14acglcgalgluside_cho_g,61648
fumpyr_c,47940
g1m8mpdol_r,10248
ga1_cho_g,5341
galacgalfuc12gal14acglcgalgluside_cho_g,62575
galacglcgalgluside_cho_g,5242
galfucgalacglcgal14acglcgalgluside_cho_g,90154
galgbside_cho_g,62571
gbside_cho_c,61360
gbside_cho_e,61360
gd1b_cho_g,87785
gd1c_cho_g,87990
gd2_cho_g,5247
gd3_cho_g,21151
gluside_cho_g,12971
gluside_cho_l,12971
glyleu_c,73514
glyleu_e,73514
glyphe_c,133047
glyphe_e,133047
glypro_c,70744
glypro_e,70744
gm1_cho_g,61048
gm1b_cho_g,78568
gp1calpha_cho_g,87802
gq1balpha_cho_c,82609
gq1balpha_cho_e,82609
gq1c_cho_g,87994
gt1a_cho_g,27691
gt1alpha_cho_g,78571
gt1b_cho_g,5232
gt1c_cho_g,87789
hdd2coa_r,61526
hlys_c,60175
houdic_c,58639
inost_g,52772
leuktrA4_n,14503
leuleu_c,6418
leuleu_e,6418
lnlc_r,6479
lnlccoa_r,6480
lnlccoa_x,6480
lnlnca_r,528881
m2mpdol_c,460
m5mpdol_r,37634
m6mpdol_r,18830
malcoa_l,6661
malcoa_n,6661
nadp_l,7424
nadph_l,7425
naglc2p_c,7136
ncam_n,7556
npthld_c,49554
nrpphr_r,72587
o2_g,7860
o2_l,7860
oagd3_cho_g,61730
ocdca_m,45710
ocdcea_r,7741
od2coa_n,71412
pac_m,8085
pail345p_cho_c,26039
pail345p_cho_r,26039
pail34p_cho_c,11285
pail35p_cho_c,57923
pail35p_cho_r,57923
pail3p_cho_g,58088
pail3p_cho_n,58088
pail45p_cho_c,28910
pail45p_cho_r,28910
pail4p_cho_c,675
pail5p_cho_g,11290
pail5p_cho_m,11290
pail5p_cho_n,11290
pail_cho_c,679
pail_cho_r,679
pchol_cho_c,61995
pchol_cho_e,61995
pchol_cho_r,61995
phaccoa_m,8086
pheacgly_m,25983
pholys_c,57882
pmtcoa_r,7898
prpp_e,58017
ps_cho_g,57262
ps_cho_m,57262
ptrc_x,8650
ptth_m,25843
pydx5p_e,8668
q10_e,46245
q10h2_e,64183
r5p_r,22413
selhcys_r,84850
selmeth_r,47569
ser__L_r,9116
spc_cho_c,52897
spc_cho_e,52897
spmd_x,9218
succoa_x,9310
tcynt_l,9550
tcynt_n,9550
tdechola_c,36261
tdechola_e,36261
tdechola_x,36261
thcrm_cho_g,20969
thf_n,9482
thym_m,9580
udpgal_n,9811
urate_n,9885
xolest_cho_c,23205
xolest_cho_e,23205
xolest_cho_r,23205
ribflv_p,8843
fad_p,57692
fmn_p,58210
cholate_p,16359
2dglc_p,90760
2dglc_e,90760
3hmop_c,49257
rb15bp_cx,57870
hco3_cx,5589
co2_cx,48829
o2_cx,7860
2ahethmpp_c,58939
dvpchlda_c,29578
5g2oxpt_p,1249
k_u,8345
f6p_h,57634
g6p_h,61548
fdp_h,49299
thdp_h,864
glc__D_x,4167
pep_x,8147
2ddg6p_m,11543
acon_C_m,32805
acg5sa_h,7152
3php_m,30933
lys__L_h,6264
h2s_m,5787
2ippm_h,58085
thbpt_m,26902
etha_m,57603
mi3p__D_h,814
mi3p__D_m,814
inost_m,52772
ficytb5_m,14243
cholp_m,44707
1agpe140_c,85215
1agpe160_c,73134
1tdecg3p_h,72683
pg160_h,75159
3hodcoa_m,87561
vaccoa_m,57396
dad_5_m,40099
actACP_m,2393
3ohexACP_m,1642
3hhexACP_m,326
thex2eACP_m,10727
